OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
NALMS,North American Lake Management Society,"NALMS-C49.7,-94.85",Garanite,Other-Surface Water,GPS-Unspecified,09030009,,,,,49.7000000000,-94.8500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.80083,-94.68028",MURIEL LAKE,Other-Surface Water,GPS-Unspecified,,,,,,49.8008300000,-94.6802800000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.80444,-94.84889",PICKEREL LAKE,Other-Surface Water,GPS-Unspecified,,,,,,49.8044400000,-94.8488900000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.81111,-93.75667",STEWART LAKE,Other-Surface Water,GPS-Unspecified,,,,,,49.8111100000,-93.7566700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.81111,-94.78333",Trout Lake,Other-Surface Water,GPS-Unspecified,,,,,,49.8111100000,-94.7833300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.81667,-93.81667",Willard Lake,Lake,GPS-Unspecified,,,,,,49.8166700000,-93.8166700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.833,-115.617",Lazy Lake,Reservoir,GPS-Unspecified,,,,,,49.8330000000,-115.6170000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.8333,-87.8833",McConnel,Other-Surface Water,GPS-Unspecified,,,,,,49.8333000000,-87.8833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.8333,-94.7333",Culloden,Other-Surface Water,GPS-Unspecified,,,,,,49.8333000000,-94.7333000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.85,-94.4167",Black Sturgeon,Other-Surface Water,GPS-Unspecified,,,,,,49.8500000000,-94.4167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.85,-94.55",Poplar Bay-LOTW,Other-Surface Water,GPS-Unspecified,,,,,,49.8500000000,-94.5500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.86667,-93.86667",Linklater,Other-Surface Water,GPS-Unspecified,,,,,,49.8666700000,-93.8666700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.86667,-94.86667",Pelican Pouch-LOTW,Other-Surface Water,GPS-Unspecified,,,,,,49.8666700000,-94.8666700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.8667,-95",Malachi,Other-Surface Water,GPS-Unspecified,,,,,,49.8667000000,-95.0000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.867,-124.5",Cranberry Lake,Other-Surface Water,GPS-Unspecified,,,,,,49.8670000000,-124.5000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.8,-94.6",Laclu,Other-Surface Water,GPS-Unspecified,,,,,,49.8000000000,-94.6000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.8,-94.61667",Middle (Louise),Lake,GPS-Unspecified,,,,,,49.8000000000,-94.6166700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.8,-94.8667",Pickerel,Other-Surface Water,GPS-Unspecified,,,,,,49.8000000000,-94.8667000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.8,-95.11667",Macara,Lake,GPS-Unspecified,,,,,,49.8000000000,-95.1166700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.904,-119.563",Rose Valley Reservoir,Reservoir,GPS-Unspecified,17020006,,,,,49.9040000000,-119.5630000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.9167,-93.45",Jake,Other-Surface Water,GPS-Unspecified,,,,,,49.9167000000,-93.4500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.9333,-94.9833",Malachi,Other-Surface Water,GPS-Unspecified,,,,,,49.9333000000,-94.9833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.95333,-94.78056",Fox Lake,Other-Surface Water,GPS-Unspecified,,,,,,49.9533300000,-94.7805600000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.95517,-119.246",James,Lake,GPS-Unspecified,17020006,,,,,49.9551700000,-119.2460000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.96667,-94.38333",Armstrong,Lake,GPS-Unspecified,,,,,,49.9666700000,-94.3833300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.97,-119.43",McKinley Reservoir,Reservoir,GPS-Unspecified,17020006,,,,,49.9700000000,-119.4300000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.9833,-120.05008",Hatheume,Lake,GPS-Unspecified,,,,,,49.9833000000,-120.0500800000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.9833,-94.5167",Ena,Other-Surface Water,GPS-Unspecified,,,,,,49.9833000000,-94.5167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.9942,-120.1306",Pennask Lake,Lake,GPS-Unspecified,,,,,,49.9942000000,-120.1306000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.9,-94.38333","Grassy Lake, Ontario, Canada",Lake,GPS-Unspecified,,,,,,49.9000000000,-94.3833300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.9,-94.4",Schnarr Lake,Lake,GPS-Unspecified,,,,,,49.9000000000,-94.4000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.9,-94.6667",Little Gun,Other-Surface Water,GPS-Unspecified,,,,,,49.9000000000,-94.6667000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.9,-94.7833",Catastrophe,Other-Surface Water,GPS-Unspecified,,,,,,49.9000000000,-94.7833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.996,-126.141",Twaddle Lake,Lake,,,,,,,49.9960000000,-126.1410000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C49.99639,-94.20694",CACHE LAKE,Other-Surface Water,GPS-Unspecified,,,,,,49.9963900000,-94.2069400000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.00222,-117.36917",Slocan Lake,Lake,GPS-Unspecified,,,,,,50.0022200000,-117.3691700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.0189,-119.098",Belgo Reservoir,Reservoir,GPS-Unspecified,17020006,,,,,50.0189000000,-119.0980000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.03333,-94.65",Little Sand,Other-Surface Water,GPS-Unspecified,,,,,,50.0333300000,-94.6500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.03852,-94.01711","Keys Lake, ON, Canada",Lake,,,,,,,50.0385170000,-94.0171140000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.03889,-94.14167",Red Deer Lake,Other-Surface Water,GPS-Unspecified,,,,,,50.0388900000,-94.1416700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.047,-126.006",Stewart Lake,Lake,,,,,,,50.0470000000,-126.0060000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.05759,-93.99665","Bert Lake, ON, CAN",Lake,,,,,,,50.0575850000,-93.9966490000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.06594,-94.03218","Double Dog Lake, ON, Canada",Lake,,,,,,,50.0659350000,-94.0321760000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.0667,-124.9667",Hague Lake,Other-Surface Water,GPS-Unspecified,,,,,,50.0667000000,-124.9667000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.071,-119.205",Crooked Lake,Reservoir,GPS-Unspecified,17020006,,,,,50.0710000000,-119.2050000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.08023,-94.12069","Wonder Lake, ON, Canada",Lake,,,,,,,50.0802310000,-94.1206940000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.0833,-124.95",Gunflint Lake,Other-Surface Water,GPS-Unspecified,,,,,,50.0833000000,-124.9500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.08626,-94.04627","Delaney Lake, ON, CAN",Lake,,,,,,,50.0862610000,-94.0462720000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.0918,-123.00",Alpha Lake,Lake,,,,,,,50.0918843000,-123.0023245000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.0978,-122.995",Nita Lake,Lake,GPS-Unspecified,,,,,,50.0978000000,-122.9950000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.108,-123",Alta Lake,Lake,GPS-Unspecified,,,,,,50.1080000000,-123.0000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.11362,-94.13593","Toothpick Lake, ON, Canada",Lake,,,,,,,50.1136170000,-94.1359300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.1202,-119.4585",Okanagan Lake,Lake,GPS-Unspecified,17020006,,,,,50.1202000000,-119.4585000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.1288,-122.937",Lost Lake,Lake,GPS-Unspecified,,,,,,50.1288000000,-122.9370000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.1561,-122.93583",Green Lake,Lake,GPS-Unspecified,,,,,,50.1561000000,-122.9358300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.1667,-119.35",Kalamalka Lake,Lake,GPS-Unspecified,17020006,,,,,50.1667000000,-119.3500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.169,-125.591",Blackwater Lake,Lake,,,,,,,50.1690000000,-125.5910000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.17389,-120.52",Nicola Lake,Reservoir,GPS-Unspecified,,,,,,50.1738900000,-120.5200000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.17561,-94.1357","English River, ON, Canada",River/Stream,,,,,,,50.1756060000,-94.1357000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.19428,-119.15282",Swan Lake,Lake,GPS-Unspecified,17020006,,,,,50.1942800000,-119.1528200000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.2167,-115.85",Columbia,Lake,GPS-Unspecified,,,,,,50.2167000000,-115.8500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.2333,-92.2167",Grassy,Other-Surface Water,GPS-Unspecified,,,,,,50.2333000000,-92.2167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.2333,-95.15",Winnipeg River,Other-Surface Water,GPS-Unspecified,,,,,,50.2333000000,-95.1500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.25,-120.2667",Glimpse Lake,Other-Surface Water,GPS-Unspecified,,,,,,50.2500000000,-120.2667000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.2,-91.9167",Lac Seul,Other-Surface Water,GPS-Unspecified,,,,,,50.2000000000,-91.9167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.29389,-120.3167",Peterhope Lake,Lake,GPS-Unspecified,,,,,,50.2938900000,-120.3167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.31,-120.39",Paska Lake,Lake,GPS-Unspecified,,,,,,50.3100000000,-120.3900000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.3,-119.3",Goose Lake,Reservoir,GPS-Unspecified,17020006,,,,,50.3000000000,-119.3000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.34171,-115.87033",Windermere,River/Stream,Actual Size=17.7 km; Water Depth=4.6 m; Notes=17.7 km length; GNIS=-1;,,,,,,50.3417100000,-115.8703300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.35,-127.37",Victoria Lake,Lake,GPS-Unspecified,,,,,,50.3500000000,-127.3700000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.413,-120.909",Billy Lake,Other-Surface Water,GPS-Unspecified,,,,,,50.4130000000,-120.9090000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.4161,-120.8165",Mammette Lake,Lake,,,,,,,50.4161000000,-120.8165000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.4364,-121.0122",Highmont West Pond,Mine Pit,GPS-Unspecified,,,,,,50.4364000000,-121.0122000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.45833,-120.12917",Black Lake,Lake,GPS-Unspecified,,,,,,50.4583300000,-120.1291700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.4667,-120.2675",Trapp Lake,Lake,GPS-Unspecified,,,,,,50.4667000000,-120.2675000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.4744,-120.1511",Roche Lake,Reservoir,GPS-Unspecified,,,,,,50.4744000000,-120.1511000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.479242,-120.488264",Lac Le Jeune,Lake,GPS-Unspecified,,,,,,50.4792420000,-120.4882640000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.48078,-120.48451",Lac Le Jeune,Lake,Lake Size=100-500 acres; Actual Size=361 ; GNIS=-1;,,,,,,50.4807800000,-120.4845100000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.49028,-120.15889",Tulip Lake,Lake,GPS-Unspecified,,,,,,50.4902800000,-120.1588900000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.49,-120.11083",Bog Lake,Lake,GPS-Unspecified,,,,,,50.4900000000,-120.1108300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.4961,-120.9778",Iona Pond,Mine Pit,GPS-Unspecified,,,,,,50.4961000000,-120.9778000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.4961,-120.9903",Henstis Pond,Mine Pit,GPS-Unspecified,,,,,,50.4961000000,-120.9903000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.499,-121.033",Tunkwa,Reservoir,Lake Size=>500 acres; Actual Size=731 acres; GNIS=-1;,,,,,,50.4990000000,-121.0330000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.50139,-120.16389",Bleeker Lake,Reservoir,GPS-Unspecified,,,,,,50.5013900000,-120.1638900000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.5083,-116.03028",Windermere,Lake,GPS-Unspecified,,,,,,50.5083000000,-116.0302800000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.5,-120.8",Logan Lake,Reservoir,GPS-Unspecified,,,,,,50.5000000000,-120.8000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.5168,-120.9660",Bose Lake,Lake,,,,,,,50.5168897800,-120.9660140000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.5203,-121.4461",Pavilion Lake,Lake,,,,,,,50.5203000000,-121.4461000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.52056,-120.24972",Shumway Lake,Lake,GPS-Unspecified,,,,,,50.5205600000,-120.2497200000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.5333,-122.6833",Birkenhead Lake,Lake,GPS-Unspecified,,,,,,50.5333000000,-122.6833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.5665,-118.819019",Hidden Lake,Lake,GPS-Unspecified,,,,,,50.5665000000,-118.8190190000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.581278,-120.378069",Edith,Lake,GPS-Unspecified,,,,,,50.5812780000,-120.3780690000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.59980115,-119.1856562",Gardom,Lake,GPS-Unspecified,,,,,,50.5998011460,-119.1856562120,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.6098,-120.4215",Jacko,Reservoir,GPS-Unspecified,,,,,,50.6098000000,-120.4215000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.69,-121.25",Willard Lake,Reservoir,GPS-Unspecified,,,,,,50.6900000000,-121.2500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.7027,-119.27607",McGuire Lake,Other-Surface Water,,,,,,,50.7027840000,-119.2760700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.7,-120",Pinantan Lake,Lake,GPS-Unspecified,,,,,,50.7000000000,-120.0000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.7,-120.1",Paul Lake,Reservoir,GPS-Unspecified,,,,,,50.7000000000,-120.1000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.7,-121.24",Barnes Lake,Lake,GPS-Unspecified,,,,,,50.7000000000,-121.2400000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.733,-120.633",Kamloops Lake,Lake,GPS-Unspecified,,,,,,50.7330000000,-120.6330000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.783,-119",Mara Lake,Lake,GPS-Unspecified,,,,,,50.7830000000,-119.0000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.8,-119.8",Niskonlith Lake,Reservoir,GPS-Unspecified,,,,,,50.8000000000,-119.8000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.8333,-120.06678",Heffley Lake,Reservoir,GPS-Unspecified,,,,,,50.8333000000,-120.0667800000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.83778,-122.90583",Lajoie Lake,Lake,GPS-Unspecified,,,,,,50.8377800000,-122.9058300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.84,-121.69",Crown Lake,Lake,GPS-Unspecified,,,,,,50.8400000000,-121.6900000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.86,-121.73",Pavillion Lake,Lake,GPS-Unspecified,,,,,,50.8600000000,-121.7300000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.8633,-121.7428",Pavillion Lake,Lake,GPS-Unspecified,,,,,,50.8633000000,-121.7428000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.867,-122.8",Gun Lake,Other-Surface Water,GPS-Unspecified,,,,,,50.8670000000,-122.8000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.882,-119.2995",White,Lake,,,,,,,50.8820000000,-119.2995000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,03,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.9,-119.7",Skmana Lake,Lake,GPS-Unspecified,,,,,,50.9000000000,-119.7000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.9,-119.78",Little Shuswap Lake,Lake,GPS-Unspecified,,,,,,50.9000000000,-119.7800000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C50.9333,-119.2833",Shuswap,Lake,GPS-Unspecified,,,,,,50.9333000000,-119.2833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,02,,,,,,,,,,,STORET
